,dataset,model,accuracy,target_dataset,model_name,dataset_name,task_type,metric,batch_size,dataset_path,runtime,score
156,tweet_eval/irony,aXhyra/demo_sentiment_31415,0.6598639455782314,tweet_eval/irony,aXhyra/demo_sentiment_31415,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,2.3847198486328125,0.6909161334309388
158,tweet_eval/irony,Alireza1044/albert-base-v2-qnli,0.5612244897959182,tweet_eval/irony,Alireza1044/albert-base-v2-qnli,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5238656997680664,0.534667138651009
159,tweet_eval/irony,aXhyra/presentation_sentiment_1234567,0.6632653061224489,tweet_eval/irony,aXhyra/presentation_sentiment_1234567,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,2.041139841079712,0.6093482555232338
162,tweet_eval/irony,connectivity/cola_6ep_ft-10,0.6224489795918364,tweet_eval/irony,connectivity/cola_6ep_ft-10,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.7422804832458496,0.6458660972871183
163,tweet_eval/irony,Jeevesh8/lecun_feather_berts-3,0.6598639455782314,tweet_eval/irony,Jeevesh8/lecun_feather_berts-3,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.081350326538086,0.6765260154328613
173,tweet_eval/irony,Jeevesh8/feather_berts_96,0.7448979591836734,tweet_eval/irony,Jeevesh8/feather_berts_96,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.714754581451416,0.5682262529048897
177,tweet_eval/irony,Jeevesh8/lecun_feather_berts-51,0.7176870748299317,tweet_eval/irony,Jeevesh8/lecun_feather_berts-51,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.0800859928131104,0.5907035536486587
183,tweet_eval/irony,vinai/bertweet-base,0.9149659863945575,tweet_eval/irony,vinai/bertweet-base,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,2.8844637870788574,1.1586603091492533
186,tweet_eval/irony,bert-base-uncased,0.6598639455782314,tweet_eval/irony,bert-base-uncased,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5358786582946777,0.6637357617883429
188,tweet_eval/irony,roberta-base,0.9217687074829931,tweet_eval/irony,roberta-base,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.722318172454834,0.6377662264239763
189,tweet_eval/irony,bert-base-cased,0.6904761904761902,tweet_eval/irony,bert-base-cased,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.4705915451049805,0.5380751756545765
190,tweet_eval/irony,albert-base-v2,0.673469387755102,tweet_eval/irony,albert-base-v2,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.647980928421021,0.6704042533967606
194,tweet_eval/irony,cardiffnlp/twitter-roberta-base-2021-124m,0.9149659863945575,tweet_eval/irony,cardiffnlp/twitter-roberta-base-2021-124m,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.0282719135284424,1.4049787070214492
195,tweet_eval/irony,roberta-large,0.0,tweet_eval/irony,roberta-large,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,8.223649024963379,1.3469469619398564
198,tweet_eval/irony,Alassea/glue_sst_classifier,0.6768707482993196,tweet_eval/irony,Alassea/glue_sst_classifier,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.197558641433716,0.6143651416723357
203,tweet_eval/irony,Jeevesh8/lecun_feather_berts-8,0.7278911564625847,tweet_eval/irony,Jeevesh8/lecun_feather_berts-8,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5484838485717773,0.5809085337294249
204,tweet_eval/irony,Jeevesh8/lecun_feather_berts-7,0.7551020408163265,tweet_eval/irony,Jeevesh8/lecun_feather_berts-7,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.1394646167755127,0.6868942255695748
215,tweet_eval/irony,ishan/bert-base-uncased-mnli,0.7006802721088434,tweet_eval/irony,ishan/bert-base-uncased-mnli,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.1163454055786133,0.6039470880039431
223,tweet_eval/irony,boychaboy/MNLI_roberta-base,0.9863945578231289,tweet_eval/irony,boychaboy/MNLI_roberta-base,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.126137018203736,0.9394080840658862
231,tweet_eval/irony,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,0.9489795918367344,tweet_eval/irony,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.159520387649536,0.6662141469077282
234,tweet_eval/irony,anvay/finetuning-cardiffnlp-sentiment-model,1.0,tweet_eval/irony,anvay/finetuning-cardiffnlp-sentiment-model,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.082240343093872,1.6066332806852288
235,tweet_eval/irony,joebobby/finetuning-sentiment-model-5000-samples3,0.7142857142857141,tweet_eval/irony,joebobby/finetuning-sentiment-model-5000-samples3,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.13136625289917,0.5088433642053405
237,tweet_eval/irony,Jeevesh8/feather_berts_92,0.7551020408163265,tweet_eval/irony,Jeevesh8/feather_berts_92,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,5.3701112270355225,0.6606928061678148
241,tweet_eval/irony,manueltonneau/bert-twitter-en-is-hired,0.8197278911564624,tweet_eval/irony,manueltonneau/bert-twitter-en-is-hired,irony,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.692645072937012,0.9690981966107657
0,tweet_eval/hate,heranm/finetuning-sentiment-model-3000-samples,0.9080882352941175,tweet_eval/hate,heranm/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.751339673995972,0.6883782331688055
3,tweet_eval/hate,PrasunMishra/finetuning-sentiment-model-3000-samples,0.8602941176470588,tweet_eval/hate,PrasunMishra/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.612941741943359,0.5972671361706929
4,tweet_eval/hate,dapang/distilroberta-base-mic-sym,0.8860294117647058,tweet_eval/hate,dapang/distilroberta-base-mic-sym,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.609472990036011,0.6228332367263546
8,tweet_eval/hate,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,0.926470588235294,tweet_eval/hate,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.610952138900757,0.8538990247132974
12,tweet_eval/hate,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,0.8897058823529411,tweet_eval/hate,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.154748439788818,0.6574765849670199
13,tweet_eval/hate,yukta10/finetuning-sentiment-model-3000-samples,0.8713235294117646,tweet_eval/hate,yukta10/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.807008504867554,0.6298506277947824
16,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,0.8713235294117646,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.651051044464111,0.6867269067048862
19,tweet_eval/hate,connectivity/cola_6ep_ft-33,0.8897058823529411,tweet_eval/hate,connectivity/cola_6ep_ft-33,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.807106971740724,0.6425257151409317
26,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-32-9,0.8602941176470588,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-32-9,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.720916271209717,0.6394727373944838
28,tweet_eval/hate,connectivity/cola_6ep_ft-22,0.900735294117647,tweet_eval/hate,connectivity/cola_6ep_ft-22,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.155451536178589,0.6048797437109042
32,tweet_eval/hate,amyma21/sincere_question_classification,0.8786764705882352,tweet_eval/hate,amyma21/sincere_question_classification,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.524688720703125,0.6791084774665361
38,tweet_eval/hate,aXhyra/demo_sentiment_31415,0.8749999999999999,tweet_eval/hate,aXhyra/demo_sentiment_31415,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.507982015609741,0.7910103520656221
41,tweet_eval/hate,aXhyra/presentation_sentiment_1234567,0.8345588235294116,tweet_eval/hate,aXhyra/presentation_sentiment_1234567,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.54620361328125,0.7868842757378303
44,tweet_eval/hate,vinai/bertweet-base,0.9595588235294117,tweet_eval/hate,vinai/bertweet-base,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.089274644851685,1.0135100647153426
48,tweet_eval/hate,markt23917/finetuning-sentiment-model-3000-samples,0.8088235294117645,tweet_eval/hate,markt23917/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.78551959991455,0.6595879790167127
50,tweet_eval/hate,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,0.9375,tweet_eval/hate,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.786843299865724,0.7802224307426946
51,tweet_eval/hate,connectivity/cola_6ep_ft-10,0.9227941176470588,tweet_eval/hate,connectivity/cola_6ep_ft-10,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.190710067749023,0.5761510218372558
54,tweet_eval/hate,connectivity/bert_ft_qqp-25,0.9301470588235293,tweet_eval/hate,connectivity/bert_ft_qqp-25,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.759407758712769,0.5178678788488068
55,tweet_eval/hate,Alassea/glue_sst_classifier,0.8860294117647058,tweet_eval/hate,Alassea/glue_sst_classifier,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,14.91558313369751,0.6827727097431743
58,tweet_eval/hate,distilbert-base-uncased,0.8566176470588234,tweet_eval/hate,distilbert-base-uncased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.529537200927734,0.7236099020217105
64,tweet_eval/hate,bert-base-cased,0.8419117647058822,tweet_eval/hate,bert-base-cased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,15.316965818405151,0.6810980385050099
66,tweet_eval/hate,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,0.8749999999999999,tweet_eval/hate,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.706326961517334,0.8574806596584356
69,tweet_eval/hate,Jeevesh8/bert_ft_qqp-39,0.8860294117647058,tweet_eval/hate,Jeevesh8/bert_ft_qqp-39,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.94809913635254,0.5655011153213216
74,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-wnli,0.8566176470588234,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-wnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,25.26621437072754,0.5865778715935946
79,tweet_eval/hate,heranm/finetuning-sentiment-model-3000-samples,0.8823529411764705,tweet_eval/hate,heranm/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.751339673995972,0.6883782331688055
82,tweet_eval/hate,PrasunMishra/finetuning-sentiment-model-3000-samples,0.8492647058823528,tweet_eval/hate,PrasunMishra/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.612941741943359,0.5972671361706929
84,tweet_eval/hate,dapang/distilroberta-base-mic-sym,0.8198529411764705,tweet_eval/hate,dapang/distilroberta-base-mic-sym,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.609472990036011,0.6228332367263546
86,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,0.8455882352941175,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.651051044464111,0.6867269067048862
88,tweet_eval/hate,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,0.863970588235294,tweet_eval/hate,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.610952138900757,0.8538990247132974
90,tweet_eval/hate,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,0.8970588235294117,tweet_eval/hate,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.154748439788818,0.6574765849670199
91,tweet_eval/hate,connectivity/cola_6ep_ft-33,0.9154411764705882,tweet_eval/hate,connectivity/cola_6ep_ft-33,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.807106971740724,0.6425257151409317
94,tweet_eval/hate,connectivity/cola_6ep_ft-22,0.9632352941176471,tweet_eval/hate,connectivity/cola_6ep_ft-22,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.155451536178589,0.6048797437109042
95,tweet_eval/hate,Jeevesh8/feather_berts_46,0.8676470588235293,tweet_eval/hate,Jeevesh8/feather_berts_46,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,21.799978017807007,0.6040400258373539
97,tweet_eval/hate,yukta10/finetuning-sentiment-model-3000-samples,0.8492647058823528,tweet_eval/hate,yukta10/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.807008504867554,0.6298506277947824
109,tweet_eval/hate,amyma21/sincere_question_classification,0.8786764705882352,tweet_eval/hate,amyma21/sincere_question_classification,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.524688720703125,0.6791084774665361
114,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-32-9,0.8492647058823528,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-32-9,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.720916271209717,0.6394727373944838
120,tweet_eval/hate,connectivity/feather_berts_28,0.9154411764705882,tweet_eval/hate,connectivity/feather_berts_28,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,21.876728296279907,0.7516657583885417
125,tweet_eval/hate,markt23917/finetuning-sentiment-model-3000-samples,0.900735294117647,tweet_eval/hate,markt23917/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.78551959991455,0.6595879790167127
129,tweet_eval/hate,aXhyra/demo_sentiment_31415,0.8713235294117646,tweet_eval/hate,aXhyra/demo_sentiment_31415,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.507982015609741,0.7910103520656221
131,tweet_eval/hate,aXhyra/presentation_sentiment_1234567,0.8860294117647058,tweet_eval/hate,aXhyra/presentation_sentiment_1234567,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.54620361328125,0.7868842757378303
133,tweet_eval/hate,anirudh21/bert-base-uncased-finetuned-qnli,0.8713235294117646,tweet_eval/hate,anirudh21/bert-base-uncased-finetuned-qnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.528748989105225,0.6384466369100547
137,tweet_eval/hate,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,0.9154411764705882,tweet_eval/hate,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.786843299865724,0.7802224307426946
139,tweet_eval/hate,connectivity/cola_6ep_ft-10,0.9154411764705882,tweet_eval/hate,connectivity/cola_6ep_ft-10,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.190710067749023,0.5761510218372558
142,tweet_eval/hate,Jeevesh8/lecun_feather_berts-3,0.8345588235294116,tweet_eval/hate,Jeevesh8/lecun_feather_berts-3,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.480777263641356,0.6385985705175454
145,tweet_eval/hate,Jeevesh8/6ep_bert_ft_cola-12,0.8492647058823528,tweet_eval/hate,Jeevesh8/6ep_bert_ft_cola-12,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.818516731262209,0.5509751847345752
146,tweet_eval/hate,connectivity/bert_ft_qqp-25,0.9117647058823529,tweet_eval/hate,connectivity/bert_ft_qqp-25,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.759407758712769,0.5178678788488068
148,tweet_eval/hate,Jeevesh8/feather_berts_96,0.9044117647058822,tweet_eval/hate,Jeevesh8/feather_berts_96,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.323178052902222,0.7264248486447699
153,tweet_eval/hate,Jeevesh8/lecun_feather_berts-51,0.9117647058823529,tweet_eval/hate,Jeevesh8/lecun_feather_berts-51,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.501961708068848,0.630650749206325
160,tweet_eval/hate,vinai/bertweet-base,0.9669117647058824,tweet_eval/hate,vinai/bertweet-base,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.089274644851685,1.0135100647153426
161,tweet_eval/hate,bert-base-uncased,0.8860294117647058,tweet_eval/hate,bert-base-uncased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.84661316871643,0.7388329746887046
162,tweet_eval/hate,distilbert-base-uncased,0.9154411764705882,tweet_eval/hate,distilbert-base-uncased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.529537200927734,0.7236099020217105
163,tweet_eval/hate,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,0.9044117647058822,tweet_eval/hate,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,19.970258712768555,0.6202592416180265
165,tweet_eval/hate,roberta-base,0.9669117647058824,tweet_eval/hate,roberta-base,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.752743005752563,0.5667368682898626
169,tweet_eval/hate,bert-base-cased,0.863970588235294,tweet_eval/hate,bert-base-cased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,15.316965818405151,0.6810980385050099
170,tweet_eval/hate,cardiffnlp/twitter-roberta-base-2021-124m,0.9448529411764706,tweet_eval/hate,cardiffnlp/twitter-roberta-base-2021-124m,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.917238473892212,0.7007820384118214
171,tweet_eval/hate,michiyasunaga/LinkBERT-base,0.8676470588235293,tweet_eval/hate,michiyasunaga/LinkBERT-base,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.427285432815552,0.5653072390338661
174,tweet_eval/hate,connectivity/bert_ft_qqp-1,0.9191176470588235,tweet_eval/hate,connectivity/bert_ft_qqp-1,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.554821729660034,0.5393177657529046
175,tweet_eval/hate,Alassea/glue_sst_classifier,0.8235294117647057,tweet_eval/hate,Alassea/glue_sst_classifier,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,14.91558313369751,0.6827727097431743
177,tweet_eval/hate,Jeevesh8/bert_ft_qqp-39,0.8860294117647058,tweet_eval/hate,Jeevesh8/bert_ft_qqp-39,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.94809913635254,0.5655011153213216
180,tweet_eval/hate,Jeevesh8/lecun_feather_berts-8,0.8823529411764705,tweet_eval/hate,Jeevesh8/lecun_feather_berts-8,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.789788484573364,0.6256337579115557
181,tweet_eval/hate,Jeevesh8/lecun_feather_berts-7,0.8749999999999999,tweet_eval/hate,Jeevesh8/lecun_feather_berts-7,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.578564643859863,0.6837633899623085
182,tweet_eval/hate,roberta-large,0.1360294117647056,tweet_eval/hate,roberta-large,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,35.98052501678467,0.9664322107342205
183,tweet_eval/hate,bert-large-uncased,0.9595588235294117,tweet_eval/hate,bert-large-uncased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,36.10598421096802,0.7203166581118207
185,tweet_eval/hate,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,0.8970588235294117,tweet_eval/hate,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.706326961517334,0.8574806596584356
193,tweet_eval/hate,ishan/bert-base-uncased-mnli,0.8860294117647058,tweet_eval/hate,ishan/bert-base-uncased-mnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.805884599685667,0.608079049244715
209,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-rte,0.8970588235294117,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-rte,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.475379705429075,0.5837987592955907
213,tweet_eval/hate,anvay/finetuning-cardiffnlp-sentiment-model,0.9705882352941176,tweet_eval/hate,anvay/finetuning-cardiffnlp-sentiment-model,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.380024909973145,0.9321304709467687
214,tweet_eval/hate,joebobby/finetuning-sentiment-model-5000-samples3,0.8860294117647058,tweet_eval/hate,joebobby/finetuning-sentiment-model-5000-samples3,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.658493518829346,0.5747797314339381
217,tweet_eval/hate,Jeevesh8/feather_berts_92,0.8897058823529411,tweet_eval/hate,Jeevesh8/feather_berts_92,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.772170066833496,0.700688699873376
218,tweet_eval/hate,manueltonneau/bert-twitter-en-is-hired,0.9044117647058822,tweet_eval/hate,manueltonneau/bert-twitter-en-is-hired,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,12.343825101852415,0.8699093131191852
219,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-wnli,0.926470588235294,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-wnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,25.26621437072754,0.5865778715935946
2,rotten_tomatoes,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,0.9638009049773754,rotten_tomatoes,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.781772613525391,0.8409282613091134
3,rotten_tomatoes,PrasunMishra/finetuning-sentiment-model-3000-samples,0.843891402714932,rotten_tomatoes,PrasunMishra/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.922232389450073,1.0045645492648585
4,rotten_tomatoes,heranm/finetuning-sentiment-model-3000-samples,0.8325791855203618,rotten_tomatoes,heranm/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.3338470458984375,0.9292657100780455
11,rotten_tomatoes,dapang/distilroberta-base-mic-sym,0.8733031674208144,rotten_tomatoes,dapang/distilroberta-base-mic-sym,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.9544761180877686,0.546598639023858
12,rotten_tomatoes,gchhablani/fnet-base-finetuned-sst2,0.8936651583710407,rotten_tomatoes,gchhablani/fnet-base-finetuned-sst2,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.205289840698242,0.8661356183521958
15,rotten_tomatoes,yukta10/finetuning-sentiment-model-3000-samples,0.8257918552036199,rotten_tomatoes,yukta10/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,6.115475654602051,1.0375029111462748
16,rotten_tomatoes,Capreolus/bert-base-msmarco,0.8778280542986426,rotten_tomatoes,Capreolus/bert-base-msmarco,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.887813091278076,0.5622740738099693
18,rotten_tomatoes,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,0.8846153846153846,rotten_tomatoes,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.657889366149902,0.7324322404676213
19,rotten_tomatoes,crcb/isear_bert,0.9592760180995474,rotten_tomatoes,crcb/isear_bert,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.757459878921509,1.429805117060888
21,rotten_tomatoes,connectivity/cola_6ep_ft-22,0.8778280542986426,rotten_tomatoes,connectivity/cola_6ep_ft-22,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.098731756210327,0.5402614883788809
22,rotten_tomatoes,Jeevesh8/feather_berts_46,0.8642533936651583,rotten_tomatoes,Jeevesh8/feather_berts_46,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.3326735496521,0.5741272257161095
26,rotten_tomatoes,Anthos23/FS-distilroberta-fine-tuned,0.8936651583710407,rotten_tomatoes,Anthos23/FS-distilroberta-fine-tuned,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.734936475753784,1.0264766460854655
35,rotten_tomatoes,aXhyra/presentation_sentiment_1234567,0.8461538461538461,rotten_tomatoes,aXhyra/presentation_sentiment_1234567,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.125347137451172,0.7293253495308666
36,rotten_tomatoes,aXhyra/demo_sentiment_31415,0.8529411764705881,rotten_tomatoes,aXhyra/demo_sentiment_31415,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,6.178250312805176,0.7254906320851823
37,rotten_tomatoes,aviator-neural/bert-base-uncased-sst2,0.972850678733032,rotten_tomatoes,aviator-neural/bert-base-uncased-sst2,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.122926473617554,2.9123656301454597
